CIN_Number,Company Name,Net_Profit(14-15),CSR_spent(14-15),Net_Profit(15-16),CSR_spent(15-16),Net_Profit(16-17),CSR_spent(16-17),Net_Profit(17-18),CSR_spent(17-18),Net_Profit(18-19),CSR_spent(18-19)
L74140KA2007PLC043909,QUESS CORP LIMITED,NA,NA,NA,NA,0,0,118.99,0.03,148.15,3.25
L74140MH1973PLC016436,P H Capital Limited,NA,NA,NA,NA,2.73,0.05,2.84,0.01,NA,NA
L74140MH1992PLC068379,Alstom India Limited,283.5,5.67,235.6,4.71,98.31,1.97,51.19,1.1,-16.52,0.73
L74140MH1993PLC150054,Just Dial Limited,111.54,2.23,151.28,3.03,0,3.69,172.96,1.13,164.6,2.34
L74140MH1994PLC246168,Trilogic Digital Media Limited,3.93,0.08,7.61,0.15,0,0,0,0,NA,NA
L74140MH2000PLC124003,Teamlease Services Limited,NA,NA,NA,NA,30.56,0,0,0,NA,NA
L74140PN1982PLC026933,Mitcon Consultancy & Engineering Services Limited,13.28,0.19,10.67,0.21,0,0.17,NA,NA,5.29,0.24
L74140PN1986PLC041033,Accelya Kale Solutions Limited,96.8,1.94,114.81,2.38,114.81,2.38,0,0,0,2.73
L74140TG1999PLC032156,POWER MECH PROJECTS LIMITED,0,0,63.04,0.49,86.43,0.62,78.94,0.2,82.58,4.14
L74140WB1981PLC034153,Checons Ltd,0.38,0,0.38,0,0,0,0,0,NA,NA
L74140WB1983PLC036495,Pressman Advertising Limited,NA,NA,5.8,0.12,6.1,0.12,NA,NA,0,0
L74140WB1990PLC049032,SKP SECURITIES LTD.,0,0,NA,NA,NA,NA,NA,NA,3.69,0.05
L74140WB1996PLC081521,Shalimar Wires Industries Limited,22.5,0.15,NA,NA,NA,NA,0,0,NA,NA
L74200MH1981PLC024279,Pcs Technology Limited,4.83,0.1,7,0.14,7.76,0.16,6.98,0.14,4.77,0.25
L74210DL1971PLC005712,Technofab Engineering Limited,22.24,0.44,0,0,17.99,0.36,NA,NA,25.62,0.51
L74210DL1995PLC238364,Knr Constructions Limited,70.39,0.12,91.58,1.26,87.56,1.65,3.13,0.51,NA,NA
L74210HR1984PLC032293,Rasandik Engineering Industries India Limited,NA,NA,1.23,0.02,NA,NA,0,0,NA,NA
L74210HR1986PLC033018,Talbros Engineering Limited,6.68,0.13,7.38,0.15,5.93,0.12,7.31,0.12,0,0.22
L74210MH1960PLC011830,SHARDA ISPAT LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.32,0.02
L74210MH1999PLC122886,J. Kumar Infraprojects Limited,112.2,1,124.97,3.76,114.54,2.29,125.44,2.8,173.43,3.3
L74210MP1978PLC001452,Fluidomat Limited,7.16,0.14,8.03,0.16,7.45,0.15,6,0.04,4.41,0.04
L74210TG1987PLC007580,ALPHAGEO (INDIA) LIMITED,NA,NA,0,0,2.36,0.05,32.92,0.24,56.64,0.21
L74210TG1994PLC017356,RAMKY INFRASTRUCTURE LIMITED,NA,NA,NA,NA,-288.41,0.04,-272.5,0.14,41.43,0.22
L74210TG1995PLC130199,KNR CONSTRUCTIONS LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,239.42,0.75
L74210TN1986PLC012791,TWENTYFIRST CENTURY MANAGEMENT SERVICESLIMITED,NA,NA,0,0,11.35,0.23,0,0.23,0,0.05
L74210WB1964PLC026284,Tantia Constructions Ltd,10,0.2,NA,NA,NA,NA,NA,NA,NA,NA
L74210WB1980PLC032979,J TAPARIA PROJECTS LTD,NA,NA,NA,NA,3.01,0.07,NA,NA,NA,NA
L74210WB1981PLC034281,Ramkrishna Forgings Ltd,0,0.45,33,0.66,51.81,1.04,0,0,79.92,1.71
L74300DL2005PLC137214,Tv18 Broadcast Limited,0.21,0,NA,NA,NA,NA,NA,NA,NA,NA
L74300GJ2011PLC063520,KHEMANI DISTRIBUTORS & MARKETING LIMITED,NA,NA,NA,NA,NA,NA,0,0,2.91,0.11
L74300MH2005PLC281753,Tv18 Broadcast Limited,NA,NA,29.05,0.75,66.03,1.35,86.64,1.75,129.7,2.65
L74899DL1889PLC000004,D C M Limited,30.63,0.61,34.85,0.7,22.78,0.19,3.1,0.17,-12.53,0.12
L74899DL1930PLC000208,The Motor And General Finance Limited,4.16,0.15,0,0.14,NA,NA,NA,NA,NA,NA
L74899DL1942PLC000644,Bharat Nidhi Limited,NA,NA,3.36,0,3.36,0,3.35,0.17,NA,NA
L74899DL1954PLC002452,Federal-Mogul Goetze (India) Limited,0,0.04,28.68,0.57,53.31,1.07,0,1.55,106.2,2.13
L74899DL1956GOI002674,The State Trading Corporation Of India Limited,0,0.4,0,0,-146,0,-31.42,13.71,-31.14,0
L74899DL1960GOI003335,Nbcc (India) Limited,214.94,4.35,341.95,6.84,386.83,7.74,438.21,8.96,475.48,9.79
L74899DL1964GOI004281,Bharat Heavy Electricals Limited,8222.33,165,5501.63,110.1,1874.21,37.48,517.58,7.36,-333.29,16.01
L74899DL1965GOI004352,Engineers India Limited,830.7,16.61,681.51,13.63,515.04,0,458.01,0,490.53,10.04
L74899DL1965GOI004363,India Tourism Development Corporation Limited,13.14,0.26,18.79,0.38,27.77,0.56,29.63,0.71,21.65,0.44
L74899DL1967PLC018031,Cmi Limited,NA,NA,4.78,0.1,12.13,0.24,0,0.35,31.61,0.78
L74899DL1970GOI005276,Housing And Urban Development Corporation Limited,NA,NA,1117.46,4.29,1117.46,4.29,1144.35,8,NA,NA
L74899DL1971PLC005679,SHEELA FOAM LIMITED,NA,NA,NA,NA,NA,NA,0,0,157.35,3.2
L74899DL1971PLC009720,Unitech Limited,272.28,0.15,121.73,2.43,NA,NA,NA,NA,NA,NA
L74899DL1974GOI007227,RITES LIMITED,NA,NA,NA,NA,NA,NA,0,9.44,511.5,9.77
L74899DL1974GOI007417,National Fertilizers Limited,44.57,0.37,NA,NA,0,0,0,0,313.04,2.29
L74899DL1978PLC009038,Indag Rubber Limited,31.36,0.24,35.37,0.71,40.59,1.2,38.48,0.69,31.74,0.84
L74899DL1981PLC012804,Lumax Industries Limited,10.94,0,10.08,0.33,18.71,0.37,35.63,0,61.08,1.23
L74899DL1981PLC015865,Niit Limited,54.85,1.1,NA,NA,NA,NA,NA,NA,NA,NA
L74899DL1982PLC014789,Healthcaps India Limited,6.95,0,6.95,0.14,7.71,0.15,0,0,NA,NA
L74899DL1983PLC014942,Bhushan Steel Limited,891.52,17.83,18.13,0,NA,NA,NA,NA,NA,NA
L74899DL1983PLC068008,Kcl Limited,7.1,0.14,9.02,0.18,9.27,0.19,10.84,0.28,9.62,0.24
L74899DL1984PLC019097,Relaxo Footwears Limited,0.81,1.62,102.5,1.63,139.02,0,0,0,201.63,2.95
L74899DL1984PLC019492,Vardhman Industries Limited,5.05,0.11,0,0,0,0,NA,NA,NA,NA
L74899DL1984PLC137444,DR. SABHARWALS MANUFACTURING LABS LIMITED,NA,NA,NA,NA,32.09,0.64,0,0,NA,NA
L74899DL1985PLC020134,Subros Limited,34.16,0.57,21.32,0.47,21.97,0.44,18.68,0.39,39.12,0.87
L74899DL1985PLC020401,Minda Corporation Limited,35.92,0.73,38.35,0.77,48.38,0.97,59.52,1.2,73.12,1.47
L74899DL1985PLC021085,MARVEL VINYLS LIMITED.,NA,NA,NA,NA,NA,NA,4.36,0.08,4.95,0.11
L74899DL1985PLC021445,Selan Exploration Technology Limited,67.38,1.35,60.81,1.22,44.14,0.88,0,0,22.75,0.4
L74899DL1986PLC023202,Sharda Motor Industries Limited,29.72,0,31.11,0.62,32.27,0.65,0,0,79.06,0.15
L74899DL1986PLC023443,Apl Apollo Tubes Limited,45.95,0.92,49.15,0.98,44.96,0.9,98.71,0.09,110.12,0.09
L74899DL1986PLC050910,GOODLUCK INDIA LIMITED,0,0,23.1,0.46,37.48,0.75,37.11,0.36,33.15,0.36
L74899DL1988PLC031191,HINDUSTAN ADHESIVES LIMITED,NA,NA,NA,NA,NA,NA,3.82,0,3.81,0
L74899DL1988PLC031510,Aro Granite Industries Limited,11,0.22,14.67,0.3,13.16,0.26,14.19,0.25,8.16,0.24
L74899DL1988PLC032166,Uflex Limited,164.23,3.28,139.41,3.79,154.44,3.09,189.22,3.17,181.93,0.36
L74899DL1988PLC033314,Punj-Lloyd Limited,45.52,0.91,NA,NA,NA,NA,0,0.01,NA,NA
L74899DL1989PLC034594,Nucleus Software Exports Limited,59.27,1.19,69.52,1.2,55.04,1.1,55.56,0,54.14,1.02
L74899DL1989PLC034923,Dcm Shriram Limited,159.71,3.31,251.49,5.03,325.93,6.52,0,0,664.44,13.35
L74899DL1989PLC034995,CANTABIL RETAIL INDIA LIMITED,NA,NA,NA,NA,NA,NA,50.37,0.09,6.04,0.13
L74899DL1989PLC035140,Dcm Shriram Industries Limited,11.2,22.4,24.42,0.49,0,0.65,66.99,0,85.83,1.72
L74899DL1989PLC036148,B L KASHYAP AND SONS LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,28.12,0
L74899DL1989PLC036849,Pearl Global Industries Limited,7.4,0.04,0,0,0,0,0,0,8.19,0.23
L74899DL1990PLC041188,Chd Developers Limited,13.04,0.26,15.09,0.3,14.28,0,11.23,0.55,NA,NA
L74899DL1990PLC041790,Lt Foods Limited,34.63,0.57,47.35,0.95,47.75,0.95,0,0,48.55,0.53
L74899DL1991PLC062744,Spl Industries Limited,NA,NA,NA,NA,4.42,0.09,3.25,0,0,0
L74899DL1992PLC048945,HPL ELECTRIC & POWER LIMITED,NA,NA,NA,NA,41.25,0,38.78,0.62,32.32,0.13
L74899DL1992PLC049022,LEMON TREE HOTELS LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,1.93,0.04
L74899DL1992PLC050142,RUDRABHISHEK ENTERPRISES LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,7.08,0.15
L74899DL1992PLC050216,Mideast Integrated Steels Limited,129.94,2.6,115.048,3.106,66.97,0.39,8.29,0.37,0,2.16
L74899DL1992PLC050333,Minda Industries Limited,44,0.88,47.29,0.95,65.9,1.32,99.28,19.9,127.86,2.6
L74899DL1992PLC051462,Csl Finance Limited,7.33,0.15,9.16,0.19,13.3,0.26,17.95,0.36,22.65,0.46
L74899DL1992PLC051527,Kei Industries Limited,34.09,0.68,39.68,0.79,57.03,1.14,94.18,1.27,145,1.48
L74899DL1992PLC255519,Kwality Limited,118.22,2.84,144.15,2.88,175.34,3.51,203.07,4.13,194.29,0
L74899DL1993GOI053677,Ifci Limited,378.91,6.8,378.91,6.8,480.23,7.86,0,0,NA,NA
L74899DL1993GOI054155,Oil And Natural Gas Corporation Limited,0.0033,495.23,2968.48,409.01,0.002678346,535.67,0,503.44,0.002401039,586.85
L74899DL1993PLC052177,Globus Spirits Limited,37.74,0.5,21.92,0.44,9.43,0.04,10.01,0.13,10.57,0.22
L74899DL1993PLC052787,Som Distilleries And Breweries Limited,17.78,0.23,26.12,0.27,23.95,0,23.36,1.11,30.69,0.62
L74899DL1993PLC053060,Emmsons International Limited,12,0.24,NA,NA,NA,NA,NA,NA,NA,NA
L74899DL1993PLC053579,R SYSTEMS INTERNATIONAL LIMITED,0,0,47.1264053,0.15,52.75,0.25,45.95,0.4,NA,NA
L74899DL1993PLC054781,RATHI BARS LIMITED,NA,NA,NA,NA,NA,NA,0,0.04,NA,NA
L74899DL1993PLC056594,MEDICAMEN BIOTECH LIMITED,NA,NA,NA,NA,NA,NA,2.4,0,6.99,0.14
L74899DL1994PLC057410,Intec Capital Limited,20.14,0.02,18.91,0.11,15.85,0.05,0,0,-6.25,0
L74899DL1994PLC058837,Frontline Securities Limited,5.04,0.1,5.04,0.1,4.79,0.1,0,0,NA,NA
L74899DL1994PLC059839,Almondz Global Securities Limited,0.75,0.02,0.9,0.02,0.39,0.01,1.09,0.03,NA,NA
L74899DL1994PLC063387,METAL COATINGS (INDIA) LIMITED,NA,NA,NA,NA,10.89,0.22,0,0,NA,NA
L74899DL1994PLC063609,Smc Global Securities Limited,7.16,0.03,14.23,0.28,19.82,0.23,28.26,0.41,35.6,0.87
L74899DL1995PLC064007,Grm Overseas Limited (Ltd. Co. With Part Ix),4.97,0.1,4.06,0.08,3.82,0.08,7.05,0.13,9.9,0.2
L74899DL1995PLC064215,Mohindra Fasteners Limited,5.94,0.12,6.28,0.13,6.69,0.13,7.03,0.14,7.79,0.16
L74899DL1995PLC065388,Dr. Lal Pathlabs Limited,NA,NA,103.64,2.07,135.29,2.71,0,2.5,225.12,4.5
L74899DL1995PLC067827,Pvr Limited,50,1,43.97,0.88,82.65,1.82,116.04,2.32,179.78,4.96
L74899DL1995PLC068021,Info Edge (India) Limited,169,3.38,179.32,3.59,190.94,3.82,231.02,1.95,285.81,4.69
L74899DL1995PLC069353,Ortel Communications Limited,NA,NA,0,0.01,4.14,0.06,0,0,NA,NA
L74899DL1995PLC069839,VARUN BEVERAGES LIMITED,NA,NA,NA,NA,138.13,2.77,207.08,4.14,NA,NA
L74899DL1995PLC070609,Bharti Airtel Limited,6998.6,27.38,9450.2,189,0.00103936,5.58,0.00107313,24.54,5588.31,45.84
L74899DL1995PLC073281,Ppap Automotive Limited,6.01,0.12,5.56,0.12,14.23,0.28,24.29,0.37,38.58,0.74
L74899DL1996PLC077120,Pnb Gilts Limited,67.36,1.35,98.59,1.98,91.76,1.84,145.78,2.92,NA,NA
L74899DL1996PLC078481,CL EDUCATE LIMITED,NA,NA,NA,NA,NA,NA,8.72,0,NA,NA
L74899DL1996PLC083073,Jbm Auto Limited,22.6,0.45,31.52,0.63,28.93,0.58,35.19,0.72,39.1,0.81
L74899DL1998PLC093073,Petronet Lng Limited,1442,28.84,1253.23,25.06,1079.55,21.59,1515,8.23,2205,5.59
L74899DL2000PLC105817,TIGER LOGISTICS (INDIA) LIMITED,0,0,6.45,0.13,8.89,0.18,0,0.15,15.2,0.35
L74899HR1944PLC039088,Escorts Limited,164.14,3.28,163.72,3.27,170.97,3.3,153.92,3.25,295.85,6.13
L74899HR1962PLC002618,Frick India Limited,13.26,0.27,11.3,0.23,12.23,0.24,11.92,0.06,17.33,0.14
L74899HR1968PLC004895,VOITH PAPER FABRICS INDIA LIMITED,0,0,24.06,0.48,25.49,0.51,0,0.57,0,0.52
L74899HR1989PLC051918,Omaxe Limited,69.78,0,73.2,1.46,0,0,0,0.64,104.21,0.43
L74899HR1990PLC030937,HISAR METAL INDUSTRIES LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.05,0.08
L74899HR1994PLC040440,Srs Finance Limited.,NA,NA,0.66,0.01,7.03,0.14,NA,NA,NA,NA
L74899HR1995PLC053860,Action Construction Equipment Limited,6,1.26,10.89,0.22,0,0.23,17.8,0.4,40.18,0.85
L74899HR1996PLC076897,CL EDUCATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.55,0.02
L74899MH1993PLC274881,A K Capital Services Limited,41.8,0.8,35.35,0.71,28.6,1.31,30.4,0.52,NA,NA
L74899MH1994PLC164024,Gateway Distriparks Ltd.,86.13,1.72,74.13,1.48,66.09,1.32,61.67,1.24,44.2,0.91
L74899TN1987PLC111744,Bhartiya International Limited,NA,NA,15.84,0.32,19.39,0.39,22.76,0.13,22.46,0.1
L74899UP1995PLC043677,Jubilant Foodworks Limited,179.94,2.08,185.73,3.71,174.22,3.01,142,2.91,189.58,3.8
L74900DL1983PLC014972,APOLLO TRICOAT TUBES LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.05,0
L74900DL1984PLC018679,Paul Merchants Limited,24.89,0.52,24.14,0.5,26.96,0.54,22.05,0.6,29.2,0.59
L74900DL1989PLC036860,ALANKIT LIMITED,NA,NA,NA,NA,0,0.35,8.79,0.2,12.71,0.28
L74900GJ2007PLC051338,DISHMAN CARBOGEN AMCIS LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,11.28,0.4
L74900MH2008PLC182869,ONE POINT ONE SOLUTIONS LIMITED,NA,NA,NA,NA,NA,NA,0,0.1,5.36,0.11
L74900TN2004PLC053467,Sicagen India Limited,15.85,0.32,11.76,0.24,6.84,0.14,5.77,0.05,NA,NA
L74930TG2006PLC050223,SMS LIFESCIENCES INDIA LIMITED,NA,NA,NA,NA,NA,NA,4.21,0,8.18,0.17
L74940MH1993PLC074694,Ricoh India Limited,9.35,0.19,27.35,0.55,-349.36,0.04,NA,NA,NA,NA
L74950MH1982PLC028947,Essel Propack Limited,69.68,1.39,70.36,1.41,82.58,1.22,0,0,104.63,0.56
L74950WB1984PLC038336,Manaksia Limited,22.58,0.07,24.56,0.49,22.83,0.46,0,0,35.69,0.71
L74993UP1990PLC015721,INDIAN TONERS AND DEVELOPERS LIMITED,NA,NA,NA,NA,0,0,16.61,0.33,0,0.41
L74999AP1984PLC015354,BALAJI INDUSTRIAL CORPORATION LIMITED,NA,NA,NA,NA,NA,NA,0,0,25.89,0
L74999AP1991PLC013391,Srikalahasthi Pipes Limited,5.14,0.1,50.67,1.01,131.29,2.63,178.76,3.64,193.7,3.69
L74999AP1992PLC014392,Virat Crane Industries Limited,NA,NA,2.73,0.08,4.17,0.03,0,0.14,7.29,0.12
L74999DL1983PLC017001,Garg Acrylics Limited,22.05,0.44,24.2622252,0,20.18,0.02,14.85,0.04,17.3,0.01
L74999DL1987PLC029553,SANDHAR TECHNOLOGIES LIMITED,NA,NA,NA,NA,NA,NA,0,0.87,0,1.97
L74999DL1991PLC042749,Icra Limited,61.71,1.23,64.81,1.3,76.99,1.54,91.1,0,112.13,2.24
L74999DL1991PLC046092,Cords Cable Industries Limited,4.49,0.09,3.61,0.07,NA,NA,3.61,0,7.26,0.02
L74999DL1995PLC069631,Indiabulls Ventures Limited,28.25,0.57,45.71,0.91,37.64,0.75,35.64,0.71,NA,NA
L74999DL2001PLC147724,V2 Retail Limited,NA,NA,NA,NA,10,0.2,28.78,0,35.24,0
L74999DL2003GOI118633,RAIL VIKAS NIGAM LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,468.75,11.48
L74999DL2007PLC277039,INDIAN ENERGY EXCHANGE LIMITED,NA,NA,NA,NA,NA,NA,150.85,3.05,171.78,3.49
L74999HR1989PLC032412,INNOVATIVE TECH PACK LIMITED,NA,NA,NA,NA,NA,NA,5.29,0.11,6.62,0.15
L74999HR2000PLC040183,Srs Limited,50.84,1.02,47.56,0.95,40.1,0.8,NA,NA,NA,NA
L74999KL1920PLC001389,ASPINWALL AND COMPANY LIMITED,NA,NA,7.96,0,9.06,0.18,10.8,0.22,15.94,0.32
L74999MH1902PLC000183,The Indian Hotels Company Limited,192.51,3.85,179.64,3.59,213,4.26,261.61,5.27,315.93,6.35
L74999MH1922PLC000997,GAMMON INDIA LIMITED,0,0,NA,NA,-227.82,1.35,NA,NA,NA,NA
L74999MH1929PLC001503,Ivp Ltd,5.72,0.11,6.61,0.13,10.42,0.21,14.53,0.35,16,0.32
L74999MH1934PLC002093,Everest Industries Limited,55.28,1.11,46.69,0.93,37.4,0.76,33.91,0.71,41.63,0.81
L74999MH1949PLC007912,Monsanto India Limited,91,1.8,114.23,2.28,126.02,2.52,133.01,2.48,148.19,2.91
L74999MH1955PLC009593,S H Kelkar And Company Limited,NA,NA,39.5,0.79,60.19,1.01,0,0,92.93,0.14
L74999MH1957PLC010975,Grauer And Weil (India) Limited,29.91,0.02,35.72,0.71,46.01,0.92,57.45,0.1,70.7,0.31
L74999MH1960PLC011835,Bombay Oxygen Corporation Limited,NA,NA,NA,NA,3.98,0.08,0,0,NA,NA
L74999MH1964PLC012878,Excel Crop Care Ltd,49.54,0.97,71.89,1.45,87.93,1.76,87.99,1.76,NA,NA
L74999MH1964PLC014258,ION EXCHANGE (INDIA) LIMITED,0,0,32.31,0.65,37.09,0.74,49.3,0.99,62.2,1.13
L74999MH1983PLC029408,Goldcrest Corporation Limited,NA,NA,NA,NA,0,0.12,5.77,0.13,5.7,0.15
L74999MH1983PLC029752,Supreme Infrastructure India Limited,158.01,0,129.36,2.59,67.49,1.28,NA,NA,NA,NA
L74999MH1986PLC222681,HIGH GROUND ENTERPRISE LIMITED,0,0,5.05,0,8.87,0.26,22.13,0.6,NA,NA
L74999MH1989PLC052384,Rolta India Limited,423,4.25,459.67,10.6,567,0,0,0.76,NA,NA
L74999MH1994PLC077041,Jsw Energy Limited,785.79,15.83,1137.2,22.79,0,23.07,1011.45,20.25,662.58,13.25
L74999MH1995PLC085878,Solar Industries India Limited,88,1.78,0,2.17,135.24,2.7,168.39,3.51,191.75,4.07
L74999MH1995PLC087643,Lahoti Overseas Limited,12.88,0.26,14.02,0.28,10.98,0.22,8.49,0,7.3,0
L74999MH1995PLC093797,Iifl Holdings Limited,32.95,0.39,11.7,0.23,25.09,0.5,35.9,0.72,NA,NA
L74999MP2017PLC043234,D. P. ABHUSHAN LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,11.86,0.28
L74999RJ1938PLC019511,Jk Lakshmi Cement Limited,164.38,3.36,154.3,3.09,63.9,1.28,47.49,1.32,41.87,1.23
L74999TG1955PLC000656,Hil Limited,69.44,0.07,63.74,1.27,53.9,1.08,74.28,2.43,81.73,2.05
L74999TN1972PLC006127,Rane Engine Valve Limited,0,0.07,NA,NA,NA,NA,-21.91,0,NA,NA
L74999TZ1984PLC001456,Titan Company Limited,96.81,19.36,1044.16,3.46,896,19.99,1038.99,18.85,0,0.31
L74999WB1974PLC041725,Til Limited,0,0.44,NA,NA,NA,NA,0,0,NA,NA
L75100MH1929PLC001530,Reliance Infrastructure Limited,NA,NA,1491.58,32.78,1459.37,32.78,903.28,18.83,848.4,16.95
L75230BR1985PLC002083,SECURITY AND INTELLIGENCE SERVICES (INDIA) LIMITED,NA,NA,NA,NA,35.34,0.71,32.66,4.51,0,7.28
L80101MH2006PLC163028,Tree House Education & Accessories Limited,48.57,0.97,65.3,1.31,54.51,0,NA,NA,NA,NA
L80301MH2010PLC198405,ZEE LEARN LIMITED,NA,NA,NA,NA,7.79,0.16,8.25,0.17,27.68,0
L80301MH2011PLC219291,Global Education Limited,NA,NA,NA,NA,2.7,0.05,4.67,0.1,7.42,0.15
L80903MH2006PLC163888,MT EDUCARE LTD,0,0,22.74,0.45,45.6,0.82,33.66,0.27,-47.5,0.17
L85100PB2015PLC039155,Max India Limited,NA,NA,NA,NA,7.54,0.45,0,0.23,0,0.25
L85110DL1989PLC276986,Fortis Malar Hospitals Limited,12.97,0.25,13.68,2.02,0,0,0,0,NA,NA
L85110DL1996PLC076704,Fortis Healthcare Limited,26.9,0.01,17.95,1.45,NA,NA,NA,NA,NA,NA
L85110GJ1994PLC022543,Claris Lifesciences Limited,NA,NA,98.85,1.98,64.17,1.28,0,0,NA,NA
L85110GJ2004PLC044667,SHALBY LIMITED,NA,NA,NA,NA,NA,NA,46.04,0,50.22,0
L85110KA1924PLC001128,The Karnataka Bank Limited,478.44,4.9,478.44,4.9,498.62,6.18,518.43,6.77,435.38,8.75
L85110KA1951PLC000761,Bosch Limited,1359.4,10.35,1462.2,19.71,1659.9,33.2,0,36.3,0,35.03
L85110KA1954PLC000759,The Sandur Manganese And Iron Ores Limited,0.4,0.81,38.81,0.78,0,0.7,36.02,0.77,83.49,1.77
L85110KA1959PLC001352,The South India Paper Mills Limited,13.21,0.26,14.96,0.3,20.43,0.41,24.92,0,18.29,0.01
L85110KA1980PLC003913,Wendt India Limited,19.24,0.36,16.55,0.35,16.17,0.27,16.18,0.32,15.85,0.32
L85110KA1981PLC013115,Infosys Limited,0.00121,239.54,0.00128,202.3,0.0014371,215,0.0015513,312.6,0.0017018,342.04
L85110KA1984PLC006116,DISA INDIA LIMITED,0,0,28.57,0.57,24.99,0.47,20.98,0.42,20.04,0.44
L85110KA1987PLC008699,Can Fin Homes Limited,0,0.03,106.48,1.09,165.99,4.36,253.83,3.38,0,6.06
L85110KA1987PLC008739,Shilpa Medicare Limited,64.99,1.39,92.21,0,123.24,0.01,146.95,2.46,163.16,3.26
L85110KA1988GOI008959,Mangalore Refinery And Petrochemicals Limited,NA,NA,202,4.04,0,0,0,0,NA,NA
L85110KA1989PLC009968,Tata Elxsi Limited,55.29,1.1,83.21,1.66,0,2.68,187.55,2.66,189.38,5.5
L85110KA1992PLC013223,Opto Circuits (India) Limited,178.19,3.56,31.92,0,NA,NA,NA,NA,NA,NA
L85110KA1992PLC013421,Asm Technologies Limited,9.02,0.18,13.08,0.45,10.46,0.43,9.1,0,7.29,0.4
L85110KA1993PLC013869,Centum Electronics Limited,46.46,0.93,27.16,0.54,37.56,0.75,0,0.81,26.35,0.8
L85110KA1993PLC013875,Ovobel Foods Limited,NA,NA,3.08,0.06,0,0.18,0,0,-0.61,0.03
L85110KA1993PLC014742,Natural Capsules Limited,14.3,0,14.52,0.29,9.58,0.19,0,0.02,NA,NA
L85110KA1993PLC014937,Syngene International Limited,110.9,2.22,153.7,3.07,205.78,4.12,261.97,5.24,316.7,0.57
L85110KA1993PLC014944,Camson Bio Technologies Limited,NA,NA,13.6,0,NA,NA,NA,NA,NA,NA
L85110KA1993PLC015091,CEREBRA INTEGRATED TECHNOLOGIES LIMITED,NA,NA,NA,NA,NA,NA,0,0,8.13,0.04
L85110KA1995PLC018710,Archidply Industries Limited,2.33,0.1,4.63,0.09,6.18,0.12,0,0,NA,NA
L85110KA1995PLC019126,Brigade Enterprises Limited,0,3,98.74,1.98,155.29,4.8,196.19,3.04,244.53,0.61
L85110KA2000PLC027497,Narayana Hrudayalaya Limited,46.91,1.06,47.64,0.95,66.09,1.36,96.79,1.93,114.82,2.51
L85110MH2000PLC123882,THYROCARE TECHNOLOGIES LIMITED,NA,NA,NA,NA,NA,NA,91.12,2.01,115.75,1
L85110PB1989PLC045948,FORTIS MALAR HOSPITALS LIMITED,NA,NA,NA,NA,12.24,0,9.55,0.19,7.47,0.15
L85110PB1996PLC045933,FORTIS HEALTHCARE LIMITED,NA,NA,NA,NA,0,0.54,-77.71,0,NA,NA
L85110TN1979PLC008035,Apollo Hospitals Enterprise Limited,388.55,7.77,120.79,23.02,436.44,8.73,412.34,10.4,0,7.33
L85110TN1982PLC009781,KMC SPECIALITY HOSPITALS (INDIA) LIMITED,NA,NA,NA,NA,NA,NA,3.95,0.08,7.64,0.15
L85110TN1994PLC027366,Dr. AgarwalS Eye Hospital Limited,NA,NA,4.5,0.1,2.85,0.06,4.89,0.2,7.95,0.16
L85110TZ1955PLC015049,Ttk Prestige Limited,165.91,3.32,157.21,3.12,152.15,3.04,161.3,0,0,3.84
L85110TZ1985PLC001659,Kovai Medical Center And Hospital Limited,28.3,0.27,42.69,0.78,52.97,1.06,71.21,1.57,82.63,1.52
L85110UP1987PLC008792,Regency Hospital Limited,5.36,0.11,0,0,0,0,0,0,NA,NA
L85110UR1995PLC008627,ARCHIDPLY INDUSTRIES LIMITED,NA,NA,NA,NA,NA,NA,0,0.25,6.43,0.15
L85190MH1947PLC005913,Indoco Remedies Limited,574.28,1.34,76.65,1.53,93.63,2.53,100.04,0.24,79.68,0.43
L85195MP1988PLC004446,Alpa Laboratories Limited,NA,NA,NA,NA,2.25,0.05,6.02,0.15,9.32,0.4
L85195TG1984PLC004393,Neuland Laboratories Ltd.,18.82,0.38,27.5,0.55,36.71,0.56,46.59,0.22,34.94,0.02
L85195TG1984PLC004507,Dr.ReddyS Laboratories Ltd,1830,36.6,2115,42.3,2027.83,42.9,0,0,1181.83,26.2
L85200TG1993PLC046359,Vishnu Chemicals Limited,0.05,0.02,19.66,0.39,30.64,0.61,28.98,0.33,23.23,0.41
L91110GJ1982PLC005169,Vadilal Industries Limited,NA,NA,6.55,0.13,12.04,0.24,20.31,0.17,26.23,0.15
L91110GJ1988PLC010674,Amrapali Industries Limited,NA,NA,0.53,0.01,0.6,0.01,1.08,0.02,1.5,0.03
